name,state,lat,lng
Emmet village,NE,42.475683,-98.809273
Enders CDP,NE,40.454919,-101.535567
Endicott village,NE,40.082198,-97.095385
Ericson village,NE,41.780442,-98.678576
Eustis village,NE,40.664527,-100.029551
Ewing village,NE,42.258888,-98.343915
Exeter village,NE,40.64454,-97.448793
Fairbury city,NE,40.144738,-97.176504
Fairfield city,NE,40.432309,-98.103204
Fairmont village,NE,40.633554,-97.584954
Falls City city,NE,40.062208,-95.599013
Farnam village,NE,40.706496,-100.215492
Farwell village,NE,41.215623,-98.628055
Filley village,NE,40.285202,-96.533935
Firth village,NE,40.535457,-96.604168
Fontanelle CDP,NE,41.538255,-96.427187
Fordyce village,NE,42.698235,-97.362605
Fort Calhoun city,NE,41.456364,-96.026259
Foster village,NE,42.274699,-97.665093
Franklin city,NE,40.096549,-98.951425
Fremont city,NE,41.439842,-96.487
Friend city,NE,40.650513,-97.283795
Fullerton city,NE,41.364988,-97.972261
Funk village,NE,40.463051,-99.250838
Gandy village,NE,41.469749,-100.458337
Garland village,NE,40.944587,-96.985292
Garrison village,NE,41.175505,-97.163426
Geneva city,NE,40.530692,-97.597135
Genoa city,NE,41.445874,-97.733273
Gering city,NE,41.826901,-103.662472
Gibbon city,NE,40.745932,-98.845848
Gilead village,NE,40.146093,-97.415052
Giltner village,NE,40.774371,-98.1543
Glenvil village,NE,40.502682,-98.254545
Glenwood CDP,NE,40.755459,-99.081007
Goehner village,NE,40.832732,-97.219574
Gordon city,NE,42.806378,-102.204002
Gothenburg city,NE,40.924676,-100.153929
Grafton village,NE,40.629777,-97.714629
Grand Island city,NE,40.921352,-98.358559
Grant city,NE,40.844593,-101.725529
Greeley Center village,NE,41.548405,-98.530511
Greenwood village,NE,40.961687,-96.443043
Gresham village,NE,41.02842,-97.401093
Gretna city,NE,41.127917,-96.196863
Gross village,NE,42.94608,-98.569735
Guide Rock village,NE,40.073721,-98.328803
Gurley village,NE,41.321506,-102.97383
Hadar village,NE,42.107221,-97.450972
Haigler village,NE,40.012142,-101.938559
Hallam village,NE,40.536507,-96.786789
Halsey village,NE,41.903319,-100.269793
Hamlet village,NE,40.38445,-101.234549
Hampton village,NE,40.881027,-97.887687
Harbine village,NE,40.191627,-96.974149
Hardy village,NE,40.011351,-97.923808
Harrisburg CDP,NE,41.550529,-103.726684
Harrison village,NE,42.688085,-103.882471
Hartington city,NE,42.620101,-97.267344
Harvard city,NE,40.620076,-98.096122
Hastings city,NE,40.596264,-98.39032
Hayes Center village,NE,40.511024,-101.020397
Hay Springs village,NE,42.68329,-102.689593
Hazard village,NE,41.09154,-99.077244
Heartwell village,NE,40.569907,-98.789077
Hebron city,NE,40.168769,-97.585984
Hemingford village,NE,42.321255,-103.075356
Henderson city,NE,40.78025,-97.812209
Hendley village,NE,40.131315,-99.971192
Henry village,NE,41.99975,-104.048845
Herman village,NE,41.673825,-96.216718
Hershey village,NE,41.160187,-100.998528
Hickman city,NE,40.625855,-96.628047
Hildreth village,NE,40.337832,-99.045751
Holbrook village,NE,40.30474,-100.009989
Holdrege city,NE,40.439441,-99.377037
Holmesville CDP,NE,40.201426,-96.65885
Holstein village,NE,40.465224,-98.651043
Homer village,NE,42.322495,-96.49121
Hooper city,NE,41.611435,-96.549246
Hordville village,NE,41.079361,-97.89035
Hoskins village,NE,42.112636,-97.304384
Howard City (Boelus) village,NE,41.075411,-98.715322
Howells village,NE,41.724232,-97.004645
Hubbard village,NE,42.385904,-96.59101
Hubbell village,NE,40.008741,-97.497006
Humboldt city,NE,40.165819,-95.94432
Humphrey city,NE,41.688506,-97.485148
Huntley village,NE,40.210522,-99.290134
Hyannis village,NE,42.000496,-101.762228
Imperial city,NE,40.51442,-101.637245
Inavale CDP,NE,40.092266,-98.648391
Indianola city,NE,40.234629,-100.419843
Inglewood village,NE,41.415759,-96.501805
Inland CDP,NE,40.595297,-98.223076
Inman village,NE,42.381915,-98.529814
Ithaca village,NE,41.159339,-96.539495
Jackson village,NE,42.448167,-96.571302
Jansen village,NE,40.18395,-97.084783
Johnson village,NE,40.410459,-95.999865
Johnstown village,NE,42.572103,-100.056289
Julian village,NE,40.519205,-95.867096
Juniata village,NE,40.590167,-98.506963
Kearney city,NE,40.701745,-99.082312
Kenesaw village,NE,40.618944,-98.657585
Kennard village,NE,41.475052,-96.203581
Keystone CDP,NE,41.21874,-101.584122
Kilgore village,NE,42.939097,-100.957305
Kimball city,NE,41.232433,-103.651862
King Lake CDP,NE,41.309669,-96.302285
Kramer CDP,NE,40.591319,-96.873283
Lakeview CDP,NE,41.499135,-97.373736
Lake Waconda CDP,NE,40.840594,-95.857976
Lamar village,NE,40.572468,-101.979284
La Platte CDP,NE,41.072281,-95.926528
Laurel city,NE,42.428614,-97.096363
La Vista city,NE,41.181836,-96.068244
Lawrence village,NE,40.290167,-98.259675
Lebanon village,NE,40.048793,-100.275944
Leigh village,NE,41.703261,-97.240679
Lemoyne CDP,NE,41.276644,-101.813356
Leshara village,NE,41.32979,-96.429203
Lewellen village,NE,41.330531,-102.143702
Lewiston village,NE,40.243054,-96.406555
Lexington city,NE,40.777453,-99.746755
Liberty village,NE,40.08569,-96.483058
Lincoln city,NE,40.810284,-96.674856
Lindsay village,NE,41.699278,-97.69412
Lindy CDP,NE,42.735114,-97.749951
Linoma Beach CDP,NE,41.057297,-96.314066
Linwood village,NE,41.412341,-96.932347
Lisco CDP,NE,41.498669,-102.623647
Litchfield village,NE,41.156047,-99.153053
Lodgepole village,NE,41.148929,-102.638635
Long Pine city,NE,42.535252,-99.702698
Loomis village,NE,40.478284,-99.507684
Lorenzo CDP,NE,41.057574,-103.082098
Loretto CDP,NE,41.763444,-98.081721
Lorton village,NE,40.59722,-96.024177
Louisville city,NE,40.996471,-96.161406
Loup City city,NE,41.276683,-98.967727
Lushton village,NE,40.72403,-97.723648
Lyman village,NE,41.917043,-104.038058
Lynch village,NE,42.831216,-98.466854
Lyons city,NE,41.93588,-96.472338
McCook city,NE,40.204896,-100.622118
McCool Junction village,NE,40.744616,-97.600062
McGrew village,NE,41.747668,-103.417167
McLean village,NE,42.386341,-97.468177
Macy CDP,NE,42.115881,-96.366599
Madison city,NE,41.828292,-97.456719
Madrid village,NE,40.852426,-101.527891
Magnet village,NE,42.45612,-97.469294
Malcolm village,NE,40.909047,-96.866058
Malmo village,NE,41.266455,-96.720922
Manley village,NE,40.918428,-96.165733
Marquette village,NE,41.006336,-98.009751
Martell CDP,NE,40.638942,-96.758794
Martin CDP,NE,41.258135,-101.709005
Martinsburg village,NE,42.508573,-96.832
Maskell village,NE,42.690418,-96.9809
Mason City village,NE,41.222172,-99.298789
Max CDP,NE,40.11432,-101.404489
Maxwell village,NE,41.077114,-100.526314
Maywood village,NE,40.658698,-100.622233
Mead village,NE,41.224402,-96.487187
Meadow Grove village,NE,42.029007,-97.73604
Melbeta village,NE,41.781441,-103.517635
Melia CDP,NE,41.097166,-96.276438
Memphis village,NE,41.094564,-96.433137
Merna village,NE,41.485159,-99.761064
Merriman village,NE,42.922998,-101.699732
Milford city,NE,40.772568,-97.054119
Miller village,NE,40.927611,-99.39012
Milligan village,NE,40.499957,-97.388419
Minatare city,NE,41.811588,-103.500918
Minden city,NE,40.498187,-98.967003
Mitchell city,NE,41.942661,-103.809845
Monowi village,NE,42.830705,-98.32956
Monroe village,NE,41.474054,-97.599088
Moorefield village,NE,40.689917,-100.400327
Morrill village,NE,41.964086,-103.924846
Morse Bluff village,NE,41.430946,-96.766514
Mullen village,NE,42.042962,-101.044553
Murdock village,NE,40.926175,-96.280879
Murray village,NE,40.916386,-95.927464
Naper village,NE,42.964168,-99.097
Naponee village,NE,40.074733,-99.138628
Nebraska City city,NE,40.675746,-95.861659
Nehawka village,NE,40.829642,-95.990819
Neligh city,NE,42.129093,-98.029229
Nelson city,NE,40.201167,-98.06863
Nemaha village,NE,40.338801,-95.675965
Nenzel village,NE,42.927354,-101.101804
Newcastle village,NE,42.652413,-96.87403
Newman Grove city,NE,41.746815,-97.776722
Newport village,NE,42.600218,-99.328302
Nickerson village,NE,41.534723,-96.47085
Niobrara village,NE,42.74995,-98.031505
Nora village,NE,40.164141,-97.973788
Norfolk city,NE,42.028216,-97.427807
Norman village,NE,40.479154,-98.792102
North Bend city,NE,41.461968,-96.785754
North Loup village,NE,41.495444,-98.772784
North Platte city,NE,41.12496,-100.750359
Oak village,NE,40.238155,-97.903649
Oakdale village,NE,42.070084,-97.967159
Oakland city,NE,41.835081,-96.467051
Obert village,NE,42.689511,-97.027222
Oconto village,NE,41.141659,-99.761938
Octavia village,NE,41.347374,-97.058954
Odell village,NE,40.050312,-96.801637
Odessa CDP,NE,40.699108,-99.25441
Offutt AFB CDP,NE,41.120993,-95.921108
Ogallala city,NE,41.129595,-101.720677
Ohiowa village,NE,40.413641,-97.452375
Omaha city,NE,41.262705,-96.053475
O'Neill city,NE,42.461533,-98.646955
Ong village,NE,40.398332,-97.83923
Orchard village,NE,42.336475,-98.240919
Ord city,NE,41.602781,-98.919257
Orleans village,NE,40.131722,-99.455099
Osceola city,NE,41.178484,-97.550044
Oshkosh city,NE,41.408005,-102.345209
Osmond city,NE,42.358156,-97.599135
Otoe village,NE,40.724075,-96.12061
Overland CDP,NE,41.08024,-97.978905
Overton village,NE,40.74057,-99.53741
Oxford village,NE,40.253033,-99.63221
Page village,NE,42.400014,-98.417663
Palisade village,NE,40.348404,-101.107462
Palmer village,NE,41.222489,-98.259838
Palmyra village,NE,40.705701,-96.392119
Panama village,NE,40.599804,-96.511169
Papillion city,NE,41.143206,-96.07852
Parks CDP,NE,40.04362,-101.725113
Pawnee City city,NE,40.11063,-96.153129
Paxton village,NE,41.123371,-101.351957
Pender village,NE,42.110646,-96.711619
Peru city,NE,40.478512,-95.731392
Petersburg village,NE,41.853667,-98.081199
Phillips village,NE,40.89767,-98.214594
Pickrell village,NE,40.378319,-96.729117
Pierce city,NE,42.199484,-97.529203
Pilger village,NE,42.007495,-97.054876
Plainview city,NE,42.353346,-97.787145
Platte Center village,NE,41.537427,-97.488475
Plattsmouth city,NE,41.005341,-95.892859
Pleasant Dale village,NE,40.79121,-96.932966
Pleasanton village,NE,40.970018,-99.087897
Plymouth village,NE,40.302516,-96.988492
Polk village,NE,41.075208,-97.783774
Ponca city,NE,42.564934,-96.709154
Poole CDP,NE,40.992269,-98.960594
Potter village,NE,41.217308,-103.307428
Prague village,NE,41.309512,-96.808157
Prairie Home CDP,NE,40.862006,-96.524538
Preston CDP,NE,40.034587,-95.518106
Primrose village,NE,41.623798,-98.237395
Princeton CDP,NE,40.576026,-96.705952
Prosser village,NE,40.687385,-98.577967
Raeville CDP,NE,41.895582,-98.053616
Ragan village,NE,40.310771,-99.289628
Ralston city,NE,41.20001,-96.037825
Randolph city,NE,42.377957,-97.357725
Ravenna city,NE,41.029341,-98.898191
Raymond village,NE,40.956822,-96.781452
Red Cloud city,NE,40.08642,-98.522224
Republican City village,NE,40.098748,-99.222254
Reynolds village,NE,40.059811,-97.335947
Richfield CDP,NE,41.110763,-96.076324
Richland village,NE,41.436862,-97.214905
Rising City village,NE,41.198102,-97.297122
Riverdale village,NE,40.783886,-99.160459
Riverton village,NE,40.089715,-98.759642
Roca village,NE,40.658469,-96.661397
Rockville village,NE,41.118479,-98.831076
Rogers village,NE,41.464584,-96.916439
Rosalie village,NE,42.057348,-96.512761
Roscoe CDP,NE,41.131613,-101.585195
Roseland village,NE,40.469698,-98.558704
Royal village,NE,42.332941,-98.125047
Rulo village,NE,40.05166,-95.430569
Rushville city,NE,42.71338,-102.466563
Ruskin village,NE,40.144007,-97.86704
St. Edward city,NE,41.571448,-97.861197
St. Helena village,NE,42.810655,-97.248885
St. Libory CDP,NE,41.08214,-98.359077
St. Paul city,NE,41.213669,-98.459446
Salem village,NE,40.076889,-95.728522
Santee village,NE,42.838695,-97.84945
Sarben CDP,NE,41.166277,-101.304402
Sargent city,NE,41.639744,-99.368851
Saronville village,NE,40.602841,-97.938847
Schuyler city,NE,41.450134,-97.061591
Scotia village,NE,41.467778,-98.702415
Scottsbluff city,NE,41.868088,-103.662035
Scribner city,NE,41.665244,-96.665273
Seneca CDP,NE,42.043949,-100.832055
Seward city,NE,40.909211,-97.096095
Shelby village,NE,41.194247,-97.426267
Shelton village,NE,40.77834,-98.72948
Shickley village,NE,40.416519,-97.724088
Sholes village,NE,42.334813,-97.294619
Shubert village,NE,40.235914,-95.683615
Sidney city,NE,41.133633,-102.96954
Silver Creek village,NE,41.315343,-97.665134
Smithfield village,NE,40.573302,-99.740936
Snyder village,NE,41.704573,-96.786835
South Bend village,NE,41.002541,-96.247381
South Sioux City city,NE,42.462124,-96.412965
Spalding village,NE,41.689292,-98.362554
Spencer village,NE,42.875585,-98.699878
Sprague village,NE,40.626514,-96.744682
Springfield city,NE,41.107246,-96.148539
Springview village,NE,42.824883,-99.747541
Stamford village,NE,40.131243,-99.594438
Stanton city,NE,41.948045,-97.212275
Staplehurst village,NE,40.974663,-97.173191
Stapleton village,NE,41.480198,-100.51255
Steele City village,NE,40.036558,-97.022994
Steinauer village,NE,40.207368,-96.23286
Stella village,NE,40.232302,-95.773422
Sterling village,NE,40.461295,-96.377365
Stockham village,NE,40.71641,-97.943365
Stockville village,NE,40.533628,-100.384431
Strang village,NE,40.414858,-97.587094
Stratton village,NE,40.150816,-101.227598
Stromsburg city,NE,41.116416,-97.590615
Stuart village,NE,42.600788,-99.140459
Sumner village,NE,40.949024,-99.508084
Sunol CDP,NE,41.154105,-102.762746
Superior city,NE,40.021734,-98.061836
Surprise village,NE,41.104445,-97.309013
Sutherland village,NE,41.16013,-101.122671
Sutton city,NE,40.607046,-97.857344
Swanton village,NE,40.379603,-97.079821
Syracuse city,NE,40.663504,-96.182733
Table Rock village,NE,40.178281,-96.088715
Talmage village,NE,40.531595,-96.02385
Tamora CDP,NE,40.894445,-97.229266
Tarnov village,NE,41.614799,-97.502478
Taylor village,NE,41.769604,-99.381384
Tecumseh city,NE,40.371817,-96.188706
Tekamah city,NE,41.777803,-96.224498
Terrytown city,NE,41.84713,-103.670553
Thayer village,NE,40.97025,-97.496687
Thedford village,NE,41.979172,-100.574729
Thurston village,NE,42.174737,-96.7016
Tilden city,NE,42.043494,-97.831808
Tobias village,NE,40.418502,-97.336621
Trenton village,NE,40.174733,-101.013573
Trumbull village,NE,40.68004,-98.273454
Tryon CDP,NE,41.558444,-100.953594
Uehling village,NE,41.734704,-96.505644
Ulysses village,NE,41.07208,-97.203115
Unadilla village,NE,40.683043,-96.269889
Union village,NE,40.814436,-95.921837
Upland village,NE,40.319532,-98.902369
Utica village,NE,40.895279,-97.345349
Valentine city,NE,42.873892,-100.547014
Valley city,NE,41.317001,-96.362256
Valparaiso village,NE,41.08006,-96.833595
Venango village,NE,40.763664,-102.044184
Venice CDP,NE,41.239266,-96.351907
Verdel village,NE,42.811399,-98.193296
Verdigre village,NE,42.597246,-98.035599
Verdon village,NE,40.149086,-95.711196
Virginia village,NE,40.245859,-96.498824
Waco village,NE,40.897,-97.461747
Wahoo city,NE,41.21712,-96.617844
Wakefield city,NE,42.266651,-96.862925
Wallace village,NE,40.837579,-101.164481
Walthill village,NE,42.148853,-96.49287
Walton CDP,NE,40.796224,-96.565291
Wann CDP,NE,41.141891,-96.364161
Washington village,NE,41.397606,-96.207508
Waterbury village,NE,42.45724,-96.735582
Waterloo village,NE,41.285804,-96.288325
Wauneta village,NE,40.416109,-101.372104
Wausa village,NE,42.497827,-97.539305
Waverly city,NE,40.911756,-96.533767
Wayne city,NE,42.237481,-97.008862
Weeping Water city,NE,40.869125,-96.140346
Wellfleet village,NE,40.753912,-100.731818
Western village,NE,40.393079,-97.198396
Westerville CDP,NE,41.396196,-99.381796
Weston village,NE,41.19314,-96.741985
West Point city,NE,41.837741,-96.705918
White Clay CDP,NE,42.997019,-102.555017
Whitney village,NE,42.783759,-103.256697
Wilber city,NE,40.480914,-96.964863
Wilcox village,NE,40.3644,-99.169257
Willow Island CDP,NE,40.890044,-100.070711
Wilsonville village,NE,40.1119,-100.106678
Winnebago village,NE,42.23838,-96.471521
Winnetoon village,NE,42.513528,-97.960134
Winside village,NE,42.177444,-97.175392
Winslow village,NE,41.610126,-96.504696
Wisner city,NE,41.989686,-96.914926
Wolbach village,NE,41.401728,-98.390162
Wood Lake village,NE,42.638344,-100.237122
Woodland Hills CDP,NE,40.75148,-96.422086
Woodland Park CDP,NE,42.05424,-97.345189
Wood River city,NE,40.819797,-98.604355
Wymore city,NE,40.122838,-96.664155
Wynot village,NE,42.739801,-97.169737
Yankee Hill CDP,NE,40.765968,-96.732976
York city,NE,40.869389,-97.592739
Yutan city,NE,41.242989,-96.39573
Alamo CDP,NV,37.377016,-115.167821
Amargosa Valley CDP,NV,36.543357,-116.483903
Austin CDP,NV,39.497535,-117.074009
Baker CDP,NV,39.018669,-114.121004
Battle Mountain CDP,NV,40.628371,-116.948553
Beatty CDP,NV,36.996162,-116.723473
Beaverdam CDP,NV,37.689804,-114.449037
Bennett Springs CDP,NV,37.714115,-114.466713
Blue Diamond CDP,NV,36.039949,-115.412799
Boulder City city,NV,35.84376,-114.911553
Bunkerville CDP,NV,36.756785,-114.131977
Caliente city,NV,37.645755,-114.492926
Cal-Nev-Ari CDP,NV,35.299581,-114.877731
Carlin city,NV,40.719013,-116.108045
Carson City,NV,39.15306,-119.747368
Carter Springs CDP,NV,38.861939,-119.641124
Cold Springs CDP,NV,39.69264,-119.977294
Crescent Valley CDP,NV,40.419777,-116.575315
Crystal Bay CDP,NV,39.230417,-120.002176
Dayton CDP,NV,39.271625,-119.544947
Denio CDP,NV,41.988859,-118.637483
Double Spring CDP,NV,38.77877,-119.615404
Dry Valley CDP,NV,37.884349,-114.305046
Dyer CDP,NV,37.656131,-118.027994
East Valley CDP,NV,38.942054,-119.693235
Elko city,NV,40.838111,-115.767809
Ely city,NV,39.264928,-114.870868
Empire CDP,NV,40.575918,-119.343073
Enterprise CDP,NV,36.009143,-115.227824
Eureka CDP,NV,39.5112,-115.965824
Fallon city,NV,39.4737,-118.7779
Fallon Station CDP,NV,39.414959,-118.716514
Fernley city,NV,39.56477,-119.189433
Fish Springs CDP,NV,38.953578,-119.651086
Fort McDermitt CDP,NV,41.965509,-117.639454
Gabbs CDP,NV,38.862777,-117.932144
Gardnerville CDP,NV,38.939,-119.736879
Gardnerville Ranchos CDP,NV,38.895719,-119.74915
Genoa CDP,NV,39.025623,-119.830929
Gerlach CDP,NV,40.645167,-119.361345
Glenbrook CDP,NV,39.100123,-119.927289
Golconda CDP,NV,40.952131,-117.499672
Golden Valley CDP,NV,39.61775,-119.823124
Goldfield CDP,NV,37.712171,-117.237854
Goodsprings CDP,NV,35.831884,-115.43534
Grass Valley CDP,NV,40.797081,-117.760261
Hawthorne CDP,NV,38.525267,-118.626031
Henderson city,NV,36.008958,-115.0268
Hiko CDP,NV,37.645235,-115.189053
Humboldt River Ranch CDP,NV,40.431795,-118.271874
Imlay CDP,NV,40.658106,-118.144098
Incline Village CDP,NV,39.265748,-119.94625
Indian Hills CDP,NV,39.091555,-119.797508
Indian Springs CDP,NV,36.571844,-115.720313
Jackpot CDP,NV,41.979455,-114.664598
Jarbidge CDP,NV,41.876318,-115.431043
Johnson Lane CDP,NV,39.064241,-119.720245
Kingsbury CDP,NV,38.990926,-119.883674
Kingston CDP,NV,39.210131,-117.067937
Lakeridge CDP,NV,39.038183,-119.942792
Lamoille CDP,NV,40.723853,-115.478949
Las Vegas city,NV,36.233499,-115.264037
Laughlin CDP,NV,35.14039,-114.616564
Lemmon Valley CDP,NV,39.687444,-119.833195
Logan Creek CDP,NV,39.06507,-119.92449
Lovelock city,NV,40.178738,-118.477442
Lund CDP,NV,38.864182,-115.009927
McDermitt CDP,NV,41.990328,-117.720796
McGill CDP,NV,39.401982,-114.777511
Mesquite city,NV,36.81112,-114.125652
Midas CDP,NV,41.243199,-116.797966
Mina CDP,NV,38.390181,-118.111247
Minden CDP,NV,38.964576,-119.766621
Moapa Town CDP,NV,36.692535,-114.635647
Moapa Valley CDP,NV,36.604002,-114.449294
Mogul CDP,NV,39.516172,-119.923037
Montello CDP,NV,41.267013,-114.197065
Mountain City CDP,NV,41.83725,-115.963251
Mount Charleston CDP,NV,36.262524,-115.613859
Mount Wilson CDP,NV,38.234993,-114.450329
Nellis AFB CDP,NV,36.246585,-115.0571
Nelson CDP,NV,35.717933,-114.83135
Nixon CDP,NV,39.828015,-119.358952
North Las Vegas city,NV,36.289865,-115.089181
Orovada CDP,NV,41.549216,-117.823596
Osino CDP,NV,40.940908,-115.660778
Owyhee CDP,NV,41.927962,-116.21217
Pahrump CDP,NV,36.224045,-115.996744
Panaca CDP,NV,37.788116,-114.400539
Paradise CDP,NV,36.087148,-115.135519
Paradise Valley CDP,NV,41.484384,-117.546976
Pioche CDP,NV,37.951972,-114.443453
Preston CDP,NV,38.914945,-115.063674
Rachel CDP,NV,37.641436,-115.768129
Reno city,NV,39.549097,-119.849907
Round Hill Village CDP,NV,38.996464,-119.917493
Ruhenstroth CDP,NV,38.891296,-119.683291
Ruth CDP,NV,39.279288,-114.990045
Ryndon CDP,NV,40.96146,-115.604064
Sandy Valley CDP,NV,35.842134,-115.630539
Schurz CDP,NV,38.979414,-118.833412
Searchlight CDP,NV,35.455431,-114.920426
Silver City CDP,NV,39.263889,-119.635697
Silver Peak CDP,NV,37.757726,-117.63865
Silver Springs CDP,NV,39.383454,-119.21464
Skyland CDP,NV,39.027253,-119.919196
Smith Valley CDP,NV,38.786902,-119.368659
South Fork CDP,NV,40.653433,-115.781534
Spanish Springs CDP,NV,39.655013,-119.668817
Sparks city,NV,39.574341,-119.715154
Spring Creek CDP,NV,40.744057,-115.598029
Spring Valley CDP,NV,36.095178,-115.263609
Stagecoach CDP,NV,39.365594,-119.383178
Stateline CDP,NV,38.96873,-119.944509
Summerlin South CDP,NV,36.124236,-115.33246
Sunrise Manor CDP,NV,36.178338,-115.048722
Sun Valley CDP,NV,39.610317,-119.777118
Sutcliffe CDP,NV,39.946058,-119.630514
Tonopah CDP,NV,38.08216,-117.224586
Topaz Lake CDP,NV,38.698694,-119.541597
Topaz Ranch Estates CDP,NV,38.735652,-119.500794
Tuscarora CDP,NV,41.314195,-116.223415
Unionville CDP,NV,40.44675,-118.123093
Ursine CDP,NV,37.977287,-114.22887
Valmy CDP,NV,40.790802,-117.126876
Verdi CDP,NV,39.521437,-119.983895
Virginia City CDP,NV,39.307469,-119.64827
Wadsworth CDP,NV,39.632166,-119.289032
Walker Lake CDP,NV,38.645758,-118.756291
Washoe Valley CDP,NV,39.292274,-119.776751
Wells city,NV,41.113155,-114.953537
West Wendover city,NV,40.740253,-114.078633
Whitney CDP,NV,36.100819,-115.037904
Wildhorse CDP,NV,41.629476,-115.81893
Winchester CDP,NV,36.136476,-115.137092
Winnemucca city,NV,40.964397,-117.724642
Yerington city,NV,38.955477,-119.11012
Zephyr Cove CDP,NV,39.013332,-119.923598
Alton CDP,NH,43.456398,-71.222338
Amherst CDP,NH,42.863576,-71.623821
Antrim CDP,NH,43.044018,-71.951029
Ashland CDP,NH,43.695909,-71.634771
Bartlett CDP,NH,44.073772,-71.282576
Belmont CDP,NH,43.439966,-71.478854
Bennington CDP,NH,43.003518,-71.920702
Berlin city,NH,44.484328,-71.277123
Bethlehem CDP,NH,44.278736,-71.689024
Blodgett Landing CDP,NH,43.375638,-72.039241
Bradford CDP,NH,43.271713,-71.961816
Bristol CDP,NH,43.603368,-71.734173
Canaan CDP,NH,43.650306,-72.015956
Center Ossipee CDP,NH,43.754212,-71.150814
Center Sandwich CDP,NH,43.811951,-71.441441
Charlestown CDP,NH,43.235548,-72.422511
Claremont city,NH,43.38647,-72.334496
Colebrook CDP,NH,44.894949,-71.494433
Concord city,NH,43.232493,-71.561252
Contoocook CDP,NH,43.230669,-71.713132
Conway CDP,NH,43.986651,-71.120357
Derry CDP,NH,42.887614,-71.282047
Dover city,NH,43.18636,-70.883623
Durham CDP,NH,43.142752,-70.925002
East Merrimack CDP,NH,42.871999,-71.481062
Enfield CDP,NH,43.6438,-72.146872
Epping CDP,NH,43.034896,-71.098414
Exeter CDP,NH,42.976981,-70.945458
Farmington CDP,NH,43.399424,-71.072384
Francestown CDP,NH,42.989413,-71.814072
Franklin city,NH,43.453915,-71.669893
Goffstown CDP,NH,43.022734,-71.598216
Gorham CDP,NH,44.393485,-71.198635
Greenville CDP,NH,42.772936,-71.80091
Groveton CDP,NH,44.611419,-71.517511
Hampton CDP,NH,42.943902,-70.825354
Hampton Beach CDP,NH,42.913965,-70.811752
Hancock CDP,NH,42.974555,-71.980055
Hanover CDP,NH,43.71159,-72.273144
Henniker CDP,NH,43.181516,-71.818818
Hillsborough CDP,NH,43.115572,-71.896797
Hinsdale CDP,NH,42.792146,-72.487888
Hooksett CDP,NH,43.093547,-71.457096
Hudson CDP,NH,42.763811,-71.43201
Jaffrey CDP,NH,42.811352,-72.023441
Keene city,NH,42.953842,-72.306875
Klondike Corner CDP,NH,42.959615,-71.63645
Laconia city,NH,43.576535,-71.482263
Lancaster CDP,NH,44.488623,-71.574224
Lebanon city,NH,43.635428,-72.253837
Lincoln CDP,NH,44.060465,-71.671045
Lisbon CDP,NH,44.211753,-71.909631
Littleton CDP,NH,44.330805,-71.768668
Londonderry CDP,NH,42.853398,-71.362425
Loudon CDP,NH,43.28183,-71.465082
Manchester city,NH,42.984941,-71.444131
Marlborough CDP,NH,42.904972,-72.211671
Melvin Village CDP,NH,43.690923,-71.307863
Meredith CDP,NH,43.6527,-71.4965
Milford CDP,NH,42.831645,-71.678708
Milton CDP,NH,43.402961,-70.992375
Milton Mills CDP,NH,43.506548,-70.966763
Mountain Lakes CDP,NH,44.124706,-71.957761
Nashua city,NH,42.749074,-71.490544
New Boston CDP,NH,42.977803,-71.693897
Newfields CDP,NH,43.035477,-70.939042
New Hampton CDP,NH,43.610629,-71.652754
New London CDP,NH,43.415739,-71.986142
Newmarket CDP,NH,43.075687,-70.940699
Newport CDP,NH,43.364896,-72.176631
North Conway CDP,NH,44.035719,-71.117232
North Haverhill CDP,NH,44.094493,-72.022331
North Walpole CDP,NH,43.146935,-72.446559
North Woodstock CDP,NH,44.039578,-71.695437
Peterborough CDP,NH,42.877243,-71.961109
Pinardville CDP,NH,43.001266,-71.513482
Pittsfield CDP,NH,43.300115,-71.331458
Plainfield CDP,NH,43.534503,-72.353638
Plymouth CDP,NH,43.738775,-71.702625
Portsmouth city,NH,43.060594,-70.780349
Raymond CDP,NH,43.035577,-71.175454
Rochester city,NH,43.298493,-70.977005
Sanbornville CDP,NH,43.552498,-71.029776
Seabrook Beach CDP,NH,42.880937,-70.824511
Somersworth city,NH,43.253476,-70.887944
South Hooksett CDP,NH,43.027768,-71.426844
Suissevale CDP,NH,43.722537,-71.363522
Suncook CDP,NH,43.135573,-71.450912
Tilton Northfield CDP,NH,43.444526,-71.592635
Troy CDP,NH,42.825843,-72.182874
Union CDP,NH,43.491165,-71.023068
Walpole CDP,NH,43.078344,-72.424804
Warner CDP,NH,43.284261,-71.824059
West Stewartstown CDP,NH,44.990616,-71.530184
West Swanzey CDP,NH,42.870597,-72.322406
Whitefield CDP,NH,44.371308,-71.609953
Wilton CDP,NH,42.846973,-71.73598
Winchester CDP,NH,42.779751,-72.384704
Wolfeboro CDP,NH,43.593631,-71.211633
Woodsville CDP,NH,44.141584,-72.02683
Absecon city,NJ,39.423563,-74.493025
Absecon Highlands CDP,NJ,39.442693,-74.470231
Allamuchy CDP,NJ,40.931361,-74.811743
Allendale borough,NJ,41.032669,-74.133826
Allenhurst borough,NJ,40.235945,-74.002417
Allentown borough,NJ,40.178578,-74.590056
Allenwood CDP,NJ,40.135366,-74.09805
